epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,586.947,1.22805,1.21876,1.3529,0.78424,0.82667,0.83826,0.56938,1.11138,0.9785,1.23391,0.00130393,0.00130393,0.00130393
24,611.443,1.2377,1.19675,1.34349,0.71715,0.83927,0.81793,0.54493,1.11924,1.08445,1.2296,0.00128742,0.00128742,0.00128742
25,636.078,1.24235,1.20476,1.36015,0.75942,0.8756,0.87062,0.57656,1.12777,0.9595,1.27928,0.00127092,0.00127092,0.00127092
26,661.318,1.26473,1.17003,1.36253,0.80714,0.88078,0.90438,0.6152,1.11413,0.87802,1.21972,0.00125442,0.00125442,0.00125442
27,687.016,1.27449,1.19544,1.37051,0.78013,0.88047,0.87693,0.59672,1.08694,0.9302,1.23398,0.00123791,0.00123791,0.00123791
28,711.721,1.24415,1.15458,1.35979,0.84126,0.8566,0.88817,0.61195,1.09043,0.84331,1.21475,0.00122141,0.00122141,0.00122141
29,736.966,1.2274,1.18354,1.34449,0.7978,0.86232,0.89139,0.57733,1.14736,0.87753,1.25378,0.00120491,0.00120491,0.00120491
30,761.872,1.21337,1.15709,1.34064,0.78766,0.89517,0.86371,0.59335,1.09395,0.86608,1.21295,0.0011884,0.0011884,0.0011884
31,786.855,1.18948,1.11256,1.31608,0.76381,0.87386,0.89757,0.61895,1.10401,0.87474,1.23207,0.0011719,0.0011719,0.0011719
32,811.918,1.23769,1.10152,1.34243,0.82531,0.86278,0.88592,0.61534,1.05859,0.85469,1.20861,0.0011554,0.0011554,0.0011554
33,836.919,1.23451,1.10659,1.35119,0.81776,0.87742,0.88751,0.60543,1.08513,0.80924,1.1825,0.00113889,0.00113889,0.00113889
34,861.842,1.21568,1.10164,1.30878,0.79145,0.9075,0.90029,0.63447,1.04371,0.81059,1.19408,0.00112239,0.00112239,0.00112239
35,886.722,1.17626,1.10183,1.31095,0.85205,0.88916,0.91151,0.64206,1.05914,0.78705,1.18363,0.00110589,0.00110589,0.00110589
36,911.548,1.18068,1.03716,1.31194,0.84077,0.91311,0.91373,0.63115,1.04464,0.751,1.19637,0.00108938,0.00108938,0.00108938
37,936.484,1.20694,1.07949,1.32238,0.78182,0.89824,0.90701,0.63467,1.06505,0.83703,1.19715,0.00107288,0.00107288,0.00107288
38,961.806,1.18694,1.0441,1.32637,0.84698,0.8809,0.92083,0.65884,1.04679,0.7516,1.18187,0.00105638,0.00105638,0.00105638
39,987.034,1.18946,1.07247,1.32774,0.83613,0.86463,0.8986,0.62031,1.08797,0.80744,1.21829,0.00103987,0.00103987,0.00103987
40,1012.08,1.19693,1.0758,1.31241,0.80556,0.90579,0.90769,0.65652,1.03555,0.77614,1.16847,0.00102337,0.00102337,0.00102337
41,1037.03,1.176,1.04522,1.28953,0.86716,0.89821,0.92271,0.65577,1.03596,0.73001,1.15469,0.00100687,0.00100687,0.00100687
42,1061.98,1.14503,1.0388,1.28449,0.84463,0.85651,0.91206,0.64157,1.03926,0.77104,1.18437,0.000990365,0.000990365,0.000990365
43,1087.18,1.14715,1.02155,1.305,0.80988,0.90562,0.91196,0.64826,1.06397,0.77126,1.1988,0.000973861,0.000973861,0.000973861
44,1112.06,1.17998,1.02324,1.30238,0.83037,0.93814,0.91989,0.66416,1.03502,0.70334,1.15144,0.000957358,0.000957358,0.000957358
45,1136.98,1.14552,1.04102,1.29123,0.83777,0.90409,0.92858,0.67442,1.02055,0.71544,1.14329,0.000940855,0.000940855,0.000940855
46,1161.91,1.13135,0.96809,1.2773,0.85777,0.91047,0.9147,0.6493,1.03561,0.74559,1.17759,0.000924352,0.000924352,0.000924352
47,1186.79,1.17223,1.03875,1.31187,0.84058,0.90573,0.91106,0.64347,1.01737,0.75688,1.17108,0.000907848,0.000907848,0.000907848
48,1211.76,1.13449,0.99787,1.27632,0.86042,0.86847,0.92604,0.65347,1.04304,0.74484,1.15434,0.000891345,0.000891345,0.000891345
49,1236.72,1.15101,0.94612,1.2873,0.83868,0.89613,0.90697,0.64325,1.04576,0.75849,1.17134,0.000874842,0.000874842,0.000874842
50,1261.83,1.10124,0.95695,1.27513,0.85598,0.89061,0.92145,0.66508,1.02884,0.73369,1.15161,0.000858338,0.000858338,0.000858338
51,1286.91,1.10832,0.98459,1.26898,0.82445,0.91328,0.90279,0.65537,1.00968,0.73299,1.1553,0.000841835,0.000841835,0.000841835
52,1311.79,1.10559,0.97421,1.27191,0.81919,0.88946,0.90194,0.65233,1.01948,0.72836,1.16799,0.000825332,0.000825332,0.000825332
53,1336.87,1.13529,0.9549,1.28292,0.82964,0.89824,0.92559,0.66124,1.02102,0.73738,1.17486,0.000808828,0.000808828,0.000808828
54,1361.9,1.14269,1.00272,1.29301,0.857,0.89798,0.92272,0.66456,1.01755,0.71324,1.16014,0.000792325,0.000792325,0.000792325
55,1386.8,1.11736,0.95794,1.26776,0.83347,0.90458,0.92784,0.66447,1.01422,0.70822,1.19024,0.000775822,0.000775822,0.000775822
1,57.7465,0.77919,0.61968,1.17791,0.89745,0.90552,0.94109,0.69413,1.04723,0.5891,1.38512,0.00803119,1.9887e-05,1.9887e-05
2,72.518,0.77565,0.62285,1.17592,0.90442,0.89052,0.94263,0.69122,1.06571,0.58411,1.38976,0.00605119,3.98859e-05,3.98859e-05
3,85.6088,0.7666,0.58275,1.16672,0.91968,0.8809,0.94408,0.69666,1.04134,0.56924,1.37726,0.00407118,5.98805e-05,5.98805e-05
4,97.7892,0.7919,0.61141,1.19225,0.89691,0.8981,0.94413,0.69817,1.04966,0.57512,1.38721,0.00209117,7.98675e-05,7.98675e-05
1,26.4969,0.77919,0.61968,1.17791,0.89745,0.90552,0.94109,0.69413,1.04723,0.5891,1.38512,0.00803119,1.9887e-05,1.9887e-05
2,39.7016,0.77565,0.62285,1.17592,0.90442,0.89052,0.94263,0.69122,1.06571,0.58411,1.38976,0.00605119,3.98859e-05,3.98859e-05
3,53.6695,0.7666,0.58275,1.16672,0.91968,0.8809,0.94408,0.69666,1.04134,0.56924,1.37726,0.00407118,5.98805e-05,5.98805e-05
4,68.7448,0.7919,0.61141,1.19225,0.89691,0.8981,0.94413,0.69817,1.04966,0.57512,1.38721,0.00209117,7.98675e-05,7.98675e-05
5,81.3983,0.77955,0.61732,1.17482,0.88658,0.90255,0.94051,0.69578,1.05541,0.58911,1.3864,0.000111143,9.98436e-05,9.98436e-05
6,94.4234,0.79434,0.61516,1.18909,0.88255,0.91692,0.94358,0.69954,1.04797,0.60552,1.3815,9.99322e-05,9.99322e-05,9.99322e-05
7,107.409,0.76079,0.59074,1.15952,0.87649,0.91058,0.94279,0.69852,1.05234,0.60282,1.38001,9.99023e-05,9.99023e-05,9.99023e-05
8,120.301,0.74924,0.57159,1.14689,0.87756,0.91924,0.9447,0.69212,1.07581,0.59623,1.3983,9.98671e-05,9.98671e-05,9.98671e-05
9,132.943,0.76597,0.57596,1.16463,0.88424,0.91274,0.94811,0.70024,1.04787,0.59374,1.38769,9.98264e-05,9.98264e-05,9.98264e-05
10,145.628,0.78174,0.59229,1.17371,0.90444,0.88297,0.93998,0.69541,1.04954,0.60061,1.38816,9.97803e-05,9.97803e-05,9.97803e-05
11,158.299,0.79265,0.62286,1.19629,0.88537,0.90223,0.94231,0.69775,1.05051,0.60204,1.37661,9.97288e-05,9.97288e-05,9.97288e-05
12,170.695,0.78255,0.61483,1.18118,0.90394,0.89002,0.94911,0.69772,1.07079,0.60356,1.39251,9.9672e-05,9.9672e-05,9.9672e-05
13,183.107,0.76353,0.58527,1.1623,0.90173,0.88201,0.94122,0.69862,1.04302,0.59085,1.36023,9.96097e-05,9.96097e-05,9.96097e-05
14,195.49,0.78275,0.61055,1.17854,0.91972,0.86428,0.94049,0.69911,1.04252,0.59508,1.36506,9.9542e-05,9.9542e-05,9.9542e-05
15,207.899,0.76779,0.60068,1.16699,0.86502,0.91953,0.94219,0.69901,1.04121,0.5896,1.36695,9.9469e-05,9.9469e-05,9.9469e-05
16,220.147,0.75397,0.57675,1.1673,0.88558,0.892,0.94261,0.70459,1.03593,0.59444,1.36576,9.93906e-05,9.93906e-05,9.93906e-05
17,232.705,0.78771,0.62547,1.1816,0.87214,0.91359,0.94146,0.70297,1.03147,0.57687,1.36141,9.93068e-05,9.93068e-05,9.93068e-05
18,245.406,0.78753,0.60839,1.17864,0.90249,0.8892,0.9461,0.69907,1.03638,0.58468,1.36789,9.92177e-05,9.92177e-05,9.92177e-05
19,257.92,0.80385,0.631,1.19861,0.90643,0.89046,0.94236,0.69565,1.05187,0.60247,1.37938,9.91232e-05,9.91232e-05,9.91232e-05
20,270.59,0.79784,0.59493,1.18965,0.90227,0.89025,0.94302,0.6974,1.05169,0.60823,1.37605,9.90234e-05,9.90234e-05,9.90234e-05
21,283.104,0.77577,0.58997,1.17579,0.89387,0.90599,0.94199,0.69769,1.05815,0.59873,1.3886,9.89183e-05,9.89183e-05,9.89183e-05
22,295.439,0.76938,0.61619,1.17613,0.89376,0.89217,0.93379,0.69572,1.05058,0.59393,1.39162,9.88079e-05,9.88079e-05,9.88079e-05
23,307.924,0.76846,0.60488,1.16585,0.89832,0.88839,0.93553,0.69499,1.05519,0.59398,1.39201,9.86922e-05,9.86922e-05,9.86922e-05
24,320.464,0.79039,0.60437,1.18702,0.90285,0.87885,0.94306,0.69696,1.05933,0.5952,1.40097,9.85711e-05,9.85711e-05,9.85711e-05
25,333.02,0.78725,0.61815,1.17459,0.89245,0.892,0.93927,0.6992,1.0401,0.60969,1.38101,9.84449e-05,9.84449e-05,9.84449e-05
26,345.501,0.75796,0.59592,1.16993,0.89656,0.88978,0.93998,0.70275,1.03956,0.60465,1.38144,9.83133e-05,9.83133e-05,9.83133e-05
27,360.337,0.76275,0.58418,1.17285,0.89309,0.89049,0.93902,0.70038,1.04611,0.61026,1.38706,9.81765e-05,9.81765e-05,9.81765e-05
28,375.126,0.77224,0.59932,1.16717,0.89381,0.89049,0.94094,0.70267,1.04178,0.62235,1.37756,9.80345e-05,9.80345e-05,9.80345e-05
29,387.959,0.7578,0.58869,1.1598,0.90032,0.88731,0.94014,0.70032,1.03937,0.60961,1.38449,9.78873e-05,9.78873e-05,9.78873e-05
30,400.248,0.77828,0.60457,1.17977,0.87045,0.90935,0.93879,0.69242,1.04331,0.61435,1.39253,9.77349e-05,9.77349e-05,9.77349e-05
31,412.945,0.74213,0.58056,1.15531,0.88694,0.90177,0.94011,0.69182,1.05616,0.61006,1.39836,9.75773e-05,9.75773e-05,9.75773e-05
32,425.669,0.76485,0.59073,1.16441,0.89108,0.89859,0.93711,0.68705,1.06045,0.60495,1.4033,9.74145e-05,9.74145e-05,9.74145e-05
33,438.333,0.771,0.61273,1.15301,0.86541,0.92704,0.94267,0.68669,1.06172,0.60569,1.39529,9.72466e-05,9.72466e-05,9.72466e-05
34,451.886,0.76418,0.59661,1.16466,0.87077,0.90935,0.93647,0.6933,1.05104,0.61719,1.39364,9.70736e-05,9.70736e-05,9.70736e-05
35,464.432,0.75611,0.57693,1.15737,0.89697,0.89407,0.9422,0.68863,1.07186,0.61288,1.41221,9.68955e-05,9.68955e-05,9.68955e-05
36,477.023,0.74944,0.56927,1.14787,0.8804,0.90287,0.93775,0.68775,1.07601,0.62466,1.41836,9.67122e-05,9.67122e-05,9.67122e-05
37,490.167,0.76017,0.58035,1.16441,0.88169,0.90177,0.93782,0.68445,1.07507,0.62992,1.41362,9.65239e-05,9.65239e-05,9.65239e-05
38,502.39,0.75572,0.59748,1.17281,0.88785,0.90047,0.94033,0.68747,1.0729,0.62829,1.41311,9.63306e-05,9.63306e-05,9.63306e-05
39,514.702,0.79706,0.63217,1.18741,0.88863,0.90573,0.9376,0.68345,1.07612,0.61546,1.39752,9.61322e-05,9.61322e-05,9.61322e-05
40,526.985,0.76288,0.5997,1.17383,0.89316,0.90556,0.94389,0.6873,1.08134,0.60925,1.40179,9.59289e-05,9.59289e-05,9.59289e-05
41,539.535,0.7768,0.59773,1.16893,0.88,0.92447,0.94534,0.6915,1.05854,0.59376,1.39195,9.57205e-05,9.57205e-05,9.57205e-05
42,551.82,0.76139,0.58987,1.16171,0.89195,0.89798,0.93897,0.68955,1.06094,0.60431,1.39887,9.55072e-05,9.55072e-05,9.55072e-05
43,563.943,0.73705,0.56834,1.15412,0.89717,0.89119,0.93775,0.69103,1.06841,0.62753,1.4005,9.52889e-05,9.52889e-05,9.52889e-05
44,576.233,0.79742,0.62841,1.19234,0.91078,0.88845,0.93857,0.69651,1.05097,0.61122,1.38628,9.50658e-05,9.50658e-05,9.50658e-05
45,588.531,0.78008,0.62567,1.17394,0.9049,0.89063,0.93923,0.69246,1.06478,0.59751,1.39194,9.48377e-05,9.48377e-05,9.48377e-05
46,600.831,0.79458,0.61173,1.18955,0.9073,0.88561,0.94152,0.69222,1.06653,0.59911,1.39397,9.46048e-05,9.46048e-05,9.46048e-05
47,613.185,0.73899,0.5662,1.15797,0.9068,0.88726,0.93839,0.69448,1.06683,0.59879,1.39499,9.43671e-05,9.43671e-05,9.43671e-05
48,625.644,0.74045,0.56652,1.15206,0.9009,0.89789,0.93633,0.69566,1.05729,0.60856,1.3993,9.41245e-05,9.41245e-05,9.41245e-05
49,637.925,0.77555,0.6026,1.17757,0.88917,0.89834,0.93515,0.69513,1.06647,0.62423,1.40609,9.38772e-05,9.38772e-05,9.38772e-05
50,650.159,0.78862,0.60076,1.1852,0.8917,0.90195,0.93688,0.69142,1.07151,0.62138,1.40531,9.36251e-05,9.36251e-05,9.36251e-05
51,662.444,0.75792,0.59061,1.16291,0.89447,0.89659,0.93827,0.69519,1.06245,0.61897,1.40025,9.33683e-05,9.33683e-05,9.33683e-05
52,676.498,0.77213,0.59729,1.16772,0.87011,0.92203,0.93855,0.69178,1.06121,0.61632,1.40183,9.31067e-05,9.31067e-05,9.31067e-05
53,689.992,0.79137,0.6299,1.18621,0.8707,0.91689,0.9378,0.69001,1.06802,0.62367,1.40786,9.28405e-05,9.28405e-05,9.28405e-05
54,702.505,0.74541,0.57936,1.15946,0.88833,0.90167,0.94057,0.69412,1.06079,0.62655,1.402,9.25697e-05,9.25697e-05,9.25697e-05
55,715.009,0.76654,0.59168,1.1646,0.87113,0.91779,0.94204,0.69577,1.05866,0.61306,1.40268,9.22942e-05,9.22942e-05,9.22942e-05
56,727.982,0.80223,0.62567,1.19989,0.91091,0.8791,0.94283,0.69679,1.05878,0.62187,1.39704,9.20142e-05,9.20142e-05,9.20142e-05
57,740.741,0.75754,0.59046,1.16948,0.90855,0.89013,0.94196,0.69739,1.05174,0.61909,1.38157,9.17296e-05,9.17296e-05,9.17296e-05
58,753.122,0.7558,0.58694,1.15519,0.89346,0.89796,0.93738,0.69483,1.0466,0.62663,1.37995,9.14405e-05,9.14405e-05,9.14405e-05
59,765.455,0.77178,0.60429,1.17437,0.88662,0.89511,0.93469,0.69082,1.03581,0.62021,1.37384,9.11469e-05,9.11469e-05,9.11469e-05
60,777.876,0.76153,0.56546,1.15383,0.89935,0.8791,0.93287,0.69204,1.03818,0.62379,1.36747,9.08488e-05,9.08488e-05,9.08488e-05
61,790.239,0.78444,0.60255,1.17578,0.88375,0.89798,0.93263,0.68984,1.04844,0.61512,1.38091,9.05463e-05,9.05463e-05,9.05463e-05
62,802.66,0.78579,0.59634,1.1769,0.89081,0.89313,0.93283,0.6916,1.04759,0.61762,1.37859,9.02395e-05,9.02395e-05,9.02395e-05
63,815.083,0.7633,0.5845,1.16263,0.89361,0.88905,0.93484,0.69701,1.04304,0.62051,1.37171,8.99282e-05,8.99282e-05,8.99282e-05
64,827.625,0.77704,0.59308,1.17392,0.9028,0.88031,0.93441,0.69883,1.04235,0.62521,1.37508,8.96127e-05,8.96127e-05,8.96127e-05
65,840.165,0.75608,0.59795,1.16274,0.87735,0.90683,0.93037,0.68712,1.06494,0.6329,1.39048,8.92928e-05,8.92928e-05,8.92928e-05
66,852.539,0.75052,0.57045,1.15896,0.89812,0.89944,0.93546,0.69384,1.05599,0.62258,1.38708,8.89687e-05,8.89687e-05,8.89687e-05
1,77.46,1.44323,1.02223,2.30506,0.76309,0.7848,0.79726,0.42908,1.65008,0.99972,2.64342,0.00134187,6.64778e-06,6.64778e-06
